speech_id,file,year,sentence,negative,neutral,positive,compound score
speech_00053,parnell_source_00302,1886,"But at the same time, in reference to the argument used against us that I am precluded from accepting this solution as final because I have claimed a restitution of Grattan's Parliament, I would say that I consider there are practical advantages in a statutory body limited and subordinate to this Imperial Parliament, as it undoubtedly would be, which will render it much more useful and advantageous to the Irish people than Grattan's Parliament would be, Grattan's Parliament had many disadvantages.",0.095,0.684,0.221,0.9205
speech_00005,parnell_source_00025,1875,"His maiden speech was unquestionably a great success, and well may have the priests and people of ""Royal Meath"" congratulate themselves on their selection of such an able and patriotic representative.",0,0.665,0.335,0.9201
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,"As he had said before on several occasions in this town, he trusted before long to welcome Mr. Lynch as a valued colleague into the ranks of the Irish party to fight by his side, he hoped not for many years or many months, in the English House of Commons; and when they returned to Ireland to take part in that work of development of the resources of Ireland and the building up of the nation, which all so ardently longed to engage in, Mr. Lynch would be with them.",0.026,0.809,0.165,0.9201
speech_00052,parnell_source_00267,1886,"I am convinced that if our views are fairly met in committee with regard to the defects to which I have alluded that the effects of its working will be to agreeably disappoint the right hon member for the Border Burghs, and that this proposal will be cheerfully accepted by the Irish people and by Ireland's representatives as a solution of the long standing dispute between the two countries and that it will be to the prosperity and peace of Ireland, and to the satisfaction of England .",0.078,0.707,0.215,0.9201
speech_00052,parnell_source_00270,1886,"I am convinced that if our views are fairly met in committee with regard to the defects to which I have alluded that the effects of its working will be to agreeably disappoint the right hon. member for the Border Burghs, and that this proposal will be cheerfully accepted by the Irish people and by Ireland's representatives as a solution of the long standing dispute between the two countries, and that it will be to the prosperity and peace of Ireland, and to the satisfaction of England .",0.078,0.707,0.215,0.9201
speech_00052,parnell_source_00271,1886,"The right hon. gentleman  spoke about the Land Purchase Bill, and he turned to the Radical members near him to catch a cheer in his denunciation of the proposal to give money to an Irish Government, but I don't propose to enter into that beyond saying upon this and other matters, that it is not out of the mouth of the right hon. gentleman that such words should proceed, for did not the late Government bring in a bill to buy out the Irish landlords      a bill which if he had succeeded in passing   but fortunately it was added to a long list of failures   but if he had succeeded in passing it, and if it had been successful a still more doubtful prospect would have necessitated the additional payment of a very large sum of money towards buying out Irish landlords, the very thing he denounces to day with so much eloquence.",0.075,0.775,0.151,0.9201
speech_00052,parnell_source_00271,1886,"I am convinced that if our views were fairly met in committee with regard to the defects to which I have alluded, the effects of its working will be to agreeably disappoint the right hon. member for the Border Burghs, and that this proposal will be cheerfully accepted by the Irish people, and by her representatives as a solution of the long standing dispute between the two countries, and that it will be to the prosperity and peace of Ireland and to the satisfaction of England.",0.079,0.704,0.217,0.9201
speech_00052,parnell_source_00272,1886,"I am convinced that if our views are fairly met in Committee with regard to the defects to which I have alluded, that the effects of its working will be to agreeably disappoint the right hon. member for the Border Burghs, and that this proposal will be cheerfully accepted by the Irish people, and by their representatives as a solution of the long standing dispute between the two countries, and that it will be to the prosperity and peace of Ireland, and to the satisfaction of England .",0.078,0.707,0.215,0.9201
speech_00052,parnell_source_00281,1886,"I am convinced that if our views are fairly met in committee with regard to the defects to which I have alluded that the effects of its working will be to agreeably disappoint the right hon. member for the Border Burgh, and that this proposal will be cheerfully accepted by the Irish people and by her representatives as a solution of the longstanding dispute between the two countries, and that it will be to the prosperity and peace of Ireland and to the satisfaction of England.",0.079,0.704,0.217,0.9201
speech_00070,parnell_source_00300,1880,"When they did come to a determination to take a certain course with reference to these Votes, he considered, and his hon. Friends with whom he acted thought, that they should do all they could to secure that action being successful.",0,0.707,0.293,0.9201
speech_00073,parnell_source_00321,1885,"When the Prime Minister passionately declared in the debates upon the Franchise Bill that he never never would consent to divide the population of Ireland into a minority of loyalists and a disloyal majority, he must have been perfectly conscious that the separation in question was already accomplished, and that none had contributed to its accomplishment more potently than himself.",0.036,0.728,0.237,0.92
speech_00073,parnell_source_00329,1885,"And the longer time which has gone by since then, the more I am convinced that that is the true policy to pursue so far as Parliamentary policy is concerned, and that it will be impossible for either or both of the English parties to contend for any long time against a determined band of Irishmen acting honestly upon these principles, and back by the Irish people .",0,0.796,0.204,0.9198
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,"Of course, as you will have seen a crisis of some gravity, difficulty, and danger then arose; but, as I have just told you, that crisis has happily been terminated by the patriotic withdrawal of Mr Lynch, and I am her to day to say a few words to you in favour of Mr. O'Shea, to give you some information as to his abilities as a candidate, and to show that you may without fear and with full confidence go to the poll tomorrow and record your votes in favour of O'Shea .",0.108,0.677,0.215,0.9192
speech_00052,parnell_source_00268,1886,"On the whole, however, apart from these defects, he believed the measure would be cheerfully accepted by the Irish people and their representatives as a satisfactory solution of the long standing dispute between the two countries, and tending to prosperity and peace in Ireland and satisfaction in England.",0.086,0.605,0.309,0.9186
speech_00052,parnell_source_00273,1886,"On the whole, however, apart from these defects, he believed the measure would be cheerfully accepted by the Irish people and their representatives as a satisfactory solution of the long standing dispute between the two countries, and as tending to prosperity and peace in Ireland and to satisfaction to England.",0.083,0.617,0.299,0.9186
speech_00052,parnell_source_00275,1886,"On the whole, however, apart from these defects, he believed the measure would be cheerfully accepted by the Irish people and their representatives as a satisfactory solution of the long standing dispute between the two countries, and as tending to prosperity and peace in Ireland and to satisfaction in England.",0.083,0.617,0.299,0.9186
speech_00052,parnell_source_00280,1886,"On the whole, however, apart from these defects, he believed the measure would be cheerfully accepted by the Irish people and their representatives as a satisfactory solution of the long standing dispute between the two countries, and tending to prosperity and peace in Ireland and satisfaction in England.",0.086,0.605,0.309,0.9186
speech_00091,parnell_source_00346,1885,"He said   My Lord Mayor, ladies and gentlemen, I shall leave to other and abler hands the duty and the pleasure of thanking you for the honour which you have done my colleagues and myself in inviting us to meet this goodly company, and I shall proceed, though with some reluctance and great diffidence, to face the consideration of the important toast which you have placed in my hands    the toast, my Lord Mayor, ladies and gentlemen, of ""Ireland a Nation"" .",0.04,0.787,0.173,0.9186
speech_00049,parnell_source_00238,1886,"But he has now given me this promise, and I guarantee to you that he has given me this promise, that in future he will sit with us as the Irish Party.",0,0.676,0.324,0.9173
speech_00052,parnell_source_00269,1886,"Allow me to say, sir, that I think it will prove to be a happy and fortunate thing, both for Ireland and England, that there was one man living   an English statesman, with the great power and extraordinary ability of the right honourable gentleman   to lend his voice to poor helpless Ireland on this question .",0.087,0.628,0.285,0.9169
speech_00078,parnell_source_00328,1885,"He was there to ask them to do this , and to regard themselves solely as Irishmen upon whom a great trust and a solemn responsibility rested   a greater trust than had rested upon Irishmen at any time in her past history.",0.027,0.695,0.278,0.9169
speech_00084,parnell_source_00338,1880,"Mr. John Bright , the eminent reformer, asked, when Gladstone's land act was being passed, that a trial might be given and some opportunity afforded the Irish tenants to become the owners of their farms, and these Bright clauses  were inserted in the act in order to afford that opportunity.",0,0.756,0.244,0.9169
speech_00025,parnell_source_00098,1875,"But O'Brien far from being pitied, excited the ingenuity of his jailers to pile on additional ill treatment, and an attempt was made to extinguish the last sparks of courage, to break down his little remaining strength, by keeping him in chains like a wild beast for six months .",0.1,0.619,0.28,0.9167
speech_00025,parnell_source_00099,1875,"But O'Brien far from being pitied, excited the ingenuity of his jailers to pile on additional ill treatment, and an attempt was made to extinguish the last sparks of courage, to break down his little remaining strength, by keeping him in chains like a wild beast for six months .",0.1,0.619,0.28,0.9167
speech_00053,parnell_source_00302,1886,"During the last five or six years we thoroughly differ from him, and he has returned the compliment by using every opportunity to condemn us, so that the honours are pretty easy .",0.059,0.59,0.351,0.9163
speech_00053,parnell_source_00302,1886,"But I do assure the right hon gentleman that we shall settle this question of education very well amongst ourselves , and there are very many liberal nationalists   I call them liberal nationalists because I take the phrase in reference to this question of education   there are many liberal Nationalists that do not share those views of the Roman Catholic Church on the question of the control of education, and who are very much influenced in their desire to see Ulster remain a part of the Irish legislative body, and sharing the responsible duties of governing Ireland by the feeling that they have with regard to this question of education; and I am sure that with Ulster in the Irish legislature, and with her representatives coming there as they are here, there would not be the slightest risk, if there was indeed any such idea, on the part of the Catholic hierarchy and priesthood to use their power unfairly against the Protestants .",0.047,0.833,0.12,0.9162
speech_00005,parnell_source_00019,1875,But other reasons have been given for this wonderful patchwork Peace Preservation Bill.,0,0.504,0.496,0.9155
speech_00005,parnell_source_00027,1875,But other reasons have been given for this wonderful patchwork Peace Preservation Bill .,0,0.504,0.496,0.9155
speech_00005,parnell_source_00028,1875,But other reasons have been given for this wonderful patchwork Peace Preservation Bill .,0,0.504,0.496,0.9155
speech_00079,parnell_source_00333,1880,"I could have wished that the circumstances attending our native land were of a more happy and prosperous character, but we must hope and believe that the time is approaching when we may be able to speak of Ireland as other men speak of their own country, and that we may be able to speak of her as really and truly among the nations of the earth.",0,0.827,0.173,0.9152
speech_00082,parnell_source_00336,1880,"They have assured us that they will help us in sweeping away this system, consequently our prospects look very bright if we can succeed in keeping our people in Ireland.",0,0.644,0.356,0.9152
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,"... Mr. Parnell, on coming forward to speak, was received by the crowded audience with an extraordinary demonstration of enthusiasm, rivalling in warmth and spontaneity the most enthusiastic welcomes that Mr. Parnell has ever received.",0,0.685,0.315,0.9148
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,"I am glad to be able to announce to you that the dispute with reference to the representation of Galway has been settled by the self sacrifice of Mr. Lynch and his friends cheers, who have retired in favour of the candidate Captain O'Shea, recommended by me to the constituency .",0.044,0.687,0.268,0.9136
speech_00077,parnell_source_00327,1886,"Mr. Parnell concluded amid enthusiastic cheering, which was continued with the singing of ""He's a jolly good fellow"" for several minutes after he had sat down.",0,0.623,0.377,0.9136
speech_00078,parnell_source_00349,1885,"We are convinced that this gentleman, from his services, his record, and his signal ability, is one who is well qualified and well able to carry your flag in the Scotland Division to victory , and that he will poll every Irish elector who is able to come to vote .",0,0.745,0.255,0.9136
speech_00065,parnell_source_00295,1880,"Upon studying the question he had become so convinced of the great necessity that existed for a larger sum of money to be expended that he had placed upon the Notice Paper, the previous night, a new clause, in order to enable the sum of £250,000 to be given for that purpose out of the Church Surplus Fund, and he hoped that when the time came for considering that clause the right hon. Gentleman the Chief Secretary for Ireland  would see his way to agree to it.",0,0.865,0.135,0.9134
speech_00078,parnell_source_00349,1885,"You will all readily admit that the capture of Derry, if we succeed in taking it, and I believe we shall succeed , will be one of the most glorious events in our country .",0,0.688,0.312,0.9134
speech_00078,parnell_source_00349,1885,"Some days ago at the Mayo Convention a considerable section of the Nationalists of the county Mayo brought forward Mr. Patrick Nally as a candidate for the Parliamentary representation of one of the divisions of Mayo, and in my position as chairman of the Convention and also leader of the movement  I was obliged to refuse Mr. Nally's candidature, which I did with very great regret, because, as I have already said, I believe him to be perfectly innocent of the offence for which he was convicted, and also because his friends had a very strong conviction that if he was returned for Mayo it might have a beneficial effect in obtaining his release.",0.079,0.759,0.163,0.9119
speech_00052,parnell_source_00271,1886,"Certainly nothing approaching it in these days; and I thanked him, therefore, for the energy and the time he has devoted to this matter, and I believe sincerely in my heart that the result will be that the people of England will recognise as the result of what he has done that he has been to them no less than to the people of Ireland a national benefactor.",0.029,0.75,0.221,0.9118
speech_00073,parnell_source_00322,1885,"In this way we shall not give up anything which the future may put in favour of our country, and while we struggle today with the proud consciousness that we shall not do anything  to hinder or prevent better men who may come after us from gaining better things than those for which we now contend.",0.034,0.714,0.251,0.9118
speech_00022,parnell_source_00094,1875,"Mr. Parnell, M.P., who was warmly received, also addressed the meeting, and in doing so, paid a high compliment to the to the genius and talents with which Mr. Butt direction the action of the Irish Home Rule members   especially the less experienced ones in Parliament.",0,0.765,0.235,0.9112
speech_00052,parnell_source_00277,1886,"But whatever the fate of the Bill, the cause of Ireland, the cause of Irish autonomy will have gained enormously, in a way it would not otherwise have gained, by the genius of the right hon. gentleman .",0,0.741,0.259,0.9109
speech_00053,parnell_source_00283,1886,"We cannot consent to look upon a single Irishman as not belonging to us, and however much we recognise their great ability   we admit the ability of the Irish Protestants and their influence   we cannot admit that there is a single one of them too good to take part in the work.",0.028,0.718,0.254,0.9106
speech_00053,parnell_source_00302,1886,"Ireland has never injured the right hon gentleman, the member for West Birmingham, and I do not know why he laid the strength of his powerful arm against her   why, like another Brennus   although, I hope, not with the same result   he has thrown his sword into the scale against Ireland?",0,0.765,0.235,0.9102
speech_00078,parnell_source_00328,1885,"In his position as chairman of the convention and also leader, he was obliged to refuse Mr. Nall's candidature, which he did with very great reluctance, because he believed him to be innocent, and also because his friends had a very strong conviction that if he were returned for Mayo it might have a beneficial effect in obtaining his release.",0.068,0.706,0.227,0.9101
speech_00052,parnell_source_00267,1886,"Then, too, you will have those guarantees of peace and contentment which have always accompanied the concession of measures such as this to the colonies as the surest and best guarantees in addition to those you possess at present .",0,0.737,0.263,0.91
speech_00052,parnell_source_00271,1886,"Then, too, you will have those guarantees of peace and contentment which have always accompanied the concession of measures such as this to the colonies as the surest and best guarantees in addition to those you possess at present.",0,0.737,0.263,0.91
speech_00052,parnell_source_00281,1886,"Then, too, you will have those guarantees of peace and contentment which have always accompanied the concession of measures such as this to the colonies as the surest and best guarantees in addition to those you possess at present.",0,0.737,0.263,0.91
speech_00072,parnell_source_00304,1880,"And I wished to give the New York Herald a fair trial, and when this fund was formed I called upon the Herald to name its Committee, and I pledged myself that if it appointed it mainly composed of men possessing the confidence of the Irish people I would support it in its appeal to America, and do the best I could to assist it.",0,0.815,0.185,0.91
speech_00084,parnell_source_00338,1880,"I think that the anxiety that has been shown by the newspaper press of the country during the last few weeks to persuade our people to emigrate instead of maintaining A FIRM GRIP ON THEIR HOMESTEADS, as we recommend him to do, is most complimentary to our people; and it is a very remarkable fact that the land system of Ireland should be such as to make the upper classes of that country desirous that the people should quit it and that the land system in America should be such as to make the Americans desirous that our people should come over here.",0.015,0.855,0.129,0.9097
speech_00074,parnell_source_00324,1885,"I fully and cordially approve every word of that recommendation, and I recognize in your faithful adherence to the terms of that recommendation the only safety for Ireland and her people.",0,0.64,0.36,0.9096
speech_00072,parnell_source_00309,1880,"We do not desire to embroil your Government with that of England by no means; but we think that a people like the American people is entitled to it if it wishes to express its opinion upon this question, and more especially when you have been appealed to in the way you have been, and since you have answered that appeal in the magnificent way in which you have.",0.041,0.773,0.186,0.9095
speech_00052,parnell_source_00274,1886,"But at the same time, if the right hon. gentleman the Prime Minister is to take credit for giving us that £1,400,000 as a consequence of the retention of the custom houses and the collection of the revenue within the Imperial authority, I do not think he is also entitled to claim credit for it a second time, and make us pay out of the £1,400,000 a million for the Irish Constabulary, over whom we are not to have any sort of control at all, at least at present.",0.017,0.835,0.148,0.9081
speech_00073,parnell_source_00318,1885,"He was confident that when the reckoning up, after the general election of 1886 came, that they in Ireland would have cause to congratulate themselves in the possession of a strong party.",0,0.685,0.315,0.9081
speech_00073,parnell_source_00319,1885,"He looked forward to the future with a light heart, and he was confident that when the reckoning up after the general election of 1886 came around, they in Ireland would have cause to congratulate themselves on the possession of a strong party.",0,0.749,0.251,0.9081
speech_00076,parnell_source_00326,1886,"As I have already said, I leave this issue, which is simply one of truth and justice and nothing else , with confidence in your hands, that you will do justice to our nation as well as to your own great Empire.",0.076,0.625,0.299,0.9081
speech_00079,parnell_source_00333,1880,And I can only conclude by again asking you to believe that I thank you most heartily for your great kindness in meeting us on the threshold of America.,0,0.65,0.35,0.908
speech_00079,parnell_source_00333,1880,"Mr. Develin and Gentlemen: I regret that my power of language is not sufficient to convey to you the very great appreciation of the kindness and honor that you have done me in meeting me this morning, and I feel indebted to you, individually and collectively.",0.05,0.697,0.253,0.9076
speech_00053,parnell_source_00283,1886,"I say then that AS FAR AS THE IRISH PEOPLE CAN ACCEPT THIS BILL THEY HAVE ACCEPTED IT, and they have accepted it without any reserve whatever as a measure which may be considered a final settlement of a great question.",0,0.727,0.273,0.9075
speech_00078,parnell_source_00328,1885,"In sending Mr. O'Connor from Ireland to Liverpool they regarded him as a loss; but they recognized that the Irish in England were under difficulties greater than those they had to gave in Ireland, and that consequently it was their duty to offer the ablest and best man for the special and important services he would undertake in standing for the Scotland Division.",0.059,0.744,0.197,0.9072
speech_00082,parnell_source_00336,1880,"Mr. Parnell   No, I don't wish to claim any to credit for that result, the credit belongs to the patient and brave people of Connemara themselves , and I think they are entitled to the thanks of the whole people of Ireland for their courage and for the stand they have made on this, the turning point of the Irish campaign.",0.063,0.702,0.236,0.907
speech_00049,parnell_source_00238,1886,"Had I known a few days sooner of Mr Lynch's desire to represent this constituency I would have cheerfully yielded to that desire, and had I not, on the contrary, been expressly informed that he would not on any account consent to come forward for this constituency Mr Lynch would have been your chosen man, and to morrow he would have been my comrade, as I hope that in the future he will be my comrade.",0,0.832,0.168,0.9062
speech_00072,parnell_source_00306,1880,"If the people were to live on these rich lands and to cultivate them, there would be thirty acres of good land for each of these 600,000 tenant farmers in Ireland, and I believe thirty acres of good land in Ireland are far better than 150 acres of the wild land in this Western region.",0,0.803,0.197,0.9062
speech_00072,parnell_source_00309,1880,"If the people were to live on the rich lands and to cultivate them, there would be thirty acres of good land for each of the 600,000 tenant farmers in Ireland, and I believe thirty acres of good land in Ireland are far better than 150 acres of the wild land in this Western region.",0,0.803,0.197,0.9062
speech_00065,parnell_source_00295,1880,"The hon. Member for the County Waterford , who was for many years Inspector of Fisheries in Ireland, and had fulfilled his duties in a most satisfactory manner, had assisted him  in framing these clauses, and from his practical knowledge of the operation of the Fishery Piers Act of 1847, he assured him that they would work perfectly with that Act.",0,0.817,0.183,0.9061
speech_00002,parnell_source_00005,1875,"In his capacity of tenant farmer, and from his experience as such, he felt that nothing could sufficiently secure the Irish tenant, save the right of free sale, and undisturbed while a fair rent was paid and proper cultivation pursued, together with the right of bequeathing his interest by will to solvent persons, like any other description of property .",0.03,0.761,0.209,0.9055
speech_00078,parnell_source_00328,1885,"With regard to the other divisions of Liverpool   Exchange, Abercromby, West Toxteth, and Kirkdale   the Irish vote was very strong, and he could not absolutely say for certain whether in any one of them they were sufficiently strong to beat both the other contending parties.",0,0.77,0.23,0.9052
"speech_00049, speech_00050",parnell_source_00239,1886,"When courage was required and was necessary for the interests of the Irish nation, I have shown it , and when moderation and temperate judgment for the nation was necessary I have had the courage to show it; and I shall never lead the Party or the nation astray until we have gained for you the right to lead and govern yourselves .",0.033,0.742,0.225,0.9051
"speech_00049, speech_00050",parnell_source_00242,1886,"When courage was required and was necessary for the interests of the Irish nation, I have shown it      and when moderation was necessary, and when temperate judgment for the nation was necessary, I have had the courage to show it; and I shall never lead the party or the nation astray until we have gained for you the right to lead and govern yourselves.",0.031,0.753,0.216,0.9051
speech_00050,parnell_source_00244,1886,"When courage was required and was necessary for the interests of the Irish nation, I have shown it, and when moderation was necessary, and when temperate judgment for the nation was necessary, I have had the courage to show it; and I shall never lead the party or the nation astray until we have gained for you the right to lead and govern yourselves.",0.031,0.753,0.216,0.9051
speech_00050,parnell_source_00259,1886,"When courage was required and was necessary for the interests of the Irish nation I have shown it  and when moderation was necessary, and when temperate judgment for the nation was necessary, I have had the courage to show it, and shall never lead the party or the nation astray until we have gained for you the right to lead and govern yourselves .",0.031,0.753,0.216,0.9051
speech_00081,parnell_source_00335,1880,"He had remarked that he did not intend to abuse Mr. Kavanagh, but he was bound to admit that during the high prices of the last few years Kavanagh's estate was let at a fair value, although he regretted to say that he, like some other Irish landlords, had refused to grant the reasonable reduction of rents necessary to be in proportion to the extraordinary fall in prices, caused in part by American competition.",0.069,0.714,0.217,0.9049
speech_00052,parnell_source_00272,1886,"We regard the fact that during the last five or six months we have succeeded in intirely  gaining the sympathy of the two great political in America, the democrats and republicans.",0,0.689,0.311,0.9042
speech_00081,parnell_source_00335,1880,"Then, I believe, that one great step toward the freedom of Ireland will have been accomplished.",0,0.517,0.483,0.9042
speech_00078,parnell_source_00349,1885,"However, I was obliged to object to his candidature, and his friends, after a great deal of good humoured discussion, withdrew his name, and in referring to this at the public meeting afterwards I took occasion to say what I thought of Mr. Nally, and of his conviction, and of his imprisonment, just as I have spoken to you to night.",0,0.81,0.19,0.9042
speech_00052,parnell_source_00267,1886,"Mr. Parnell, who was greeted with loud cheers from the Irish Party on rising, said   I am glad to find that we have not been disappointed by the lobby rumours which had been circulated for some days past regarding the right hon gentleman the member for the Border Burghs, and that he has, after all, like the celebrated but unsuccessful French general who defended Paris from the Germans, got his own plan , and that he did not think at the close of his interesting speech to give us the details of this important plan.",0.031,0.776,0.193,0.9038
speech_00052,parnell_source_00272,1886,"Mr. Parnell, who was greeted with loud cheers from the Irish Party on rising, said   I am glad to find that we have not been disappointed by the lobby rumours which had been circulated for some days past regarding the right hon. gentleman, the member for the Border Burghs, and that he has after all, like the celebrated but unsuccessful French general who defended Paris from the Germans, got his own plan , and that he did not think at the close of his interesting speech to give us the details of this important plan.",0.031,0.776,0.193,0.9038
speech_00072,parnell_source_00306,1880,"WE promise you that it shall be the last famine, and that the day will not be far distant when the Irish men and Irish women of America may look with pride upon the part they have taken in bringing about this great work, and may be able to say that you have a country, a home, a free country, which is no longer enslaved, a country in every way worthy of the brilliant history of our people.",0.09,0.699,0.211,0.9037
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,"But Mr. Lynch was not willing, and when my duty required me to consider the recommendation that I should make to the constituency he was not at the time willing to come forward, and I was obliged to look for somebody outside the people of Galway to give my recommendation to and in that search, after a careful and full and fair examination of all the names of the gentlemen who were suggested to me, of all the names of those which occurred to my own mind, I came to the conclusion carefully and after full consideration that the name of Captain O'Shea was the proper name for me to suggest for your consideration .",0,0.889,0.111,0.9022
speech_00053,parnell_source_00282,1886,"I say that as far as it is possible for a nation to accept a measure cheerfully, freely, gladly, and without reservation as a final settlement, I say that the Irish people have shown that they have accepted this measure in that sense.",0,0.716,0.284,0.9022
speech_00053,parnell_source_00303,1886,"I say that as far as it is possible for a nation to accept a measure cheerfully, freely, gladly, and without reservation as a final settlement, I say that the Irish people have shown that they have accepted this measure in that sense.",0,0.716,0.284,0.9022
speech_00072,parnell_source_00306,1880,"It is true you do not have famines in the Blue Grass regions of Kentucky, while we have famines in our rich plains of Ireland.",0,0.634,0.366,0.9022
speech_00073,parnell_source_00308,1885,"I am convinced that when the reckoning comes up after the general election of 1886 that we in Ireland shall have cause to congratulate ourselves in the possession of a strong party which will bear down all opposition, and which, aided by the organisation of our country behind us, will enable us to gain for our country those rights which were stolen from us .",0.043,0.752,0.205,0.9022
speech_00072,parnell_source_00309,1880,"it is true you do not have famines in the Blue Grass regions of Kentucky, while we have famines in our rich plains of Ireland.",0,0.634,0.366,0.9022
speech_00073,parnell_source_00311,1885,"I am convinced that when the reckoning up comes, after the general election of 1886, that we in Ireland shall have cause to congratulate ourselves in the possession of a strong party, which will bear down all opposition, and which, sided by the organization of our country behind us, will enable us to gain for our country those rights which were stolen from us.",0.043,0.752,0.205,0.9022
speech_00073,parnell_source_00313,1885,"I am convinced that when the reckoning comes up after the general election of 1886, we in Ireland shall have cause to congratulate ourselves in the possession of a strong party which will bear down all opposition, and which, aided by the organisation of our country behind us, will enable us to gain for our country those rights which were stolen from us.",0.044,0.748,0.208,0.9022
speech_00073,parnell_source_00314,1885,"I am convinced that when the reckoning comes up after the general election of 1880, we in Ireland shall have cause to congratulate ourselves in the possession of a strong party, which will bear down all opposition, and which, aided by the organization of our country behind us, will enable us to gain for our country those rights which were stolen from us .",0.044,0.748,0.208,0.9022
speech_00073,parnell_source_00323,1885,"I am convinced that when the reckoning up comes, after the general election of 1886; that we in Ireland shall have cause to congratulate ourselves in the possession of a strong party, which will bear down all opposition, and which, aided by the organization of our country behind us, will enable us to gain for our country those rights which were stolen from us.",0.043,0.752,0.205,0.9022
speech_00077,parnell_source_00327,1886,"It was said by the late Lord Beaconsfield  that the integrity of the British Empire would be endangered if flogging were abolished , and he called a great meeting at one of the Ministerial offices in London, a great meeting of his supporters both in the Lords and in the Commons, for the purpose of exhorting them to stand shoulder to shoulder in defence of the British Empire against the abolition of flogging in the Army.",0.067,0.73,0.203,0.9022
speech_00073,parnell_source_00330,1885,"I am convinced that when the reckoning up comes after the general election of 1886 we in Ireland shall have cause to congratulate ourselves on the possession of a strong party which will bear down all opposition, and which, aided by the organisation of our country behind us, will enable us to gain for our country those rights which were stolen from us.",0.044,0.748,0.208,0.9022
speech_00073,parnell_source_00332,1885,"He was convinced that when the reckoning came after the general election in 186 they in Ireland would have cause to congratulate themselves upon the position of a strong party which would break down all opposition, and which sought, by the organisation of the country behind them, to gain for their country these rights which had been stolen from them.",0.045,0.741,0.214,0.9022
speech_00086,parnell_source_00340,1880,"I think we should strive to protect the interest of landlords who have let their lands at a fair rent, as we endeavor to protect the interest of the tenants who have to pay rack rents.",0.033,0.653,0.315,0.9022
speech_00086,parnell_source_00340,1880,We think you ought to be proud of the opportunity given you to save a noble people.,0,0.498,0.502,0.9022
speech_00090,parnell_source_00345,1885,"On the contrary, I find everywhere amongst all ranks and classes of society a great confidence, belief, and conviction in the success of our cause.",0,0.643,0.357,0.9022
speech_00092,parnell_source_00347,1885,"We have had Mr. Gladstone, the greatest of living English statesmen, in the remarkable manifesto issued by him a week or two since, declaring that he is willing to consider our demands provided the granting of them does not involve the first of these considerations   namely, the separation of Ireland from England.",0,0.795,0.205,0.9022
speech_00077,parnell_source_00327,1886,"Lord Carnarvon will not deny that he was as strong a Home Ruler as I was last August , and that when he went over to Ireland he became so, stronger and stronger every day he lived in the country.",0,0.732,0.268,0.9015
speech_00004,parnell_source_00010,1875,"The speaker earnestly advocated the release of the political prisoners, and concluded by promising, should he be returned to Parliament, to use all his energies in promoting the best interests of the people .",0.072,0.57,0.357,0.9001
speech_00004,parnell_source_00011,1875,"The speaker earnestly advocated the release of the political prisoners, and concluded by promising, should he be returned to Parliament, to use all his energies in promoting the best interests of the people .",0.072,0.57,0.357,0.9001
speech_00004,parnell_source_00012,1875,"The speaker earnestly advocated the release of the political prisoners, and concluded by promising, should he be returned to Parliament, to use all his energies in promoting the best interests of the people .",0.072,0.57,0.357,0.9001
speech_00004,parnell_source_00013,1875,"The speaker earnestly advocated the release of the political prisoners, and concluded by promising, should he be returned to Parliament, to use all his energies in promoting the best interests of the people .",0.072,0.57,0.357,0.9001
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,"Mr. Parnell   As my friend says, I believe him to be an honest man, and a gentleman suited in every way to represent with honesty and ability the people of Galway.",0,0.676,0.324,0.9001
speech_00052,parnell_source_00266,1886,"It was not until he had pointedly appealed to hon. Members of the Conservative Party that at last some small section of them gave him a cheer or two, and then he did succeed in getting some faint applause from a few Gentlemen around the Gangway.",0,0.769,0.231,0.9001
speech_00052,parnell_source_00274,1886,"It was not until he had pointedly appealed to hon. members of the Conservative party that at last some small section of them gave him a cheer or two, and he did succeed in getting some faint applause from a few gentlemen upon these benches.",0,0.765,0.235,0.9001
speech_00053,parnell_source_00282,1886,"I have incidentally dwelt on this point in respect to the matter of education; but I should like, with the permission of the House, to say a few words more about it, because it is one on which great attention has been bestowed.",0,0.75,0.25,0.9001
speech_00053,parnell_source_00303,1886,"I have incidentally dwelt on this point in respect to the matter of education; but I should like, with the permission of the House, to say a few words more about it, because it is one on which great attention has been bestowed.",0,0.75,0.25,0.9001
speech_00074,parnell_source_00324,1885,"At that time I was just on the eve of my expedition to the great United States of America with John Dillon, where we laid the foundation of the great League movement which has done so much for Ireland.",0,0.761,0.239,0.9001
speech_00081,parnell_source_00335,1880,"I rejoice that a man of the great ability of Mr. Kavanagh has been put forward to make the best defense possible for the Irish land owners, and that the British aristocracy was forced to come to democratic America to find a paper to advocate its claims to the life blood of Ireland's peasantry.""",0.048,0.714,0.238,0.9001
