speech_id,file,year,sentence,negative,positive,sum positive/negative
speech_00053,parnell_source_00302,1886,"We, therefore, understand perfectly well that this Parliament has the ultimate supremacy and sovereignty.",0,0.405,0.405
speech_00072,parnell_source_00304,1880,"Hence, it only requires a partial failure of the crops to cause a famine.",0.405,0,0.405
speech_00077,parnell_source_00327,1886,"They found they were in danger, but why were they in danger?",0.405,0,0.405
speech_00004,parnell_source_00024,1875,"This much I can promise you   that I will faithfully abide by them, and that I will use your high trust to advance, to the best of my ability, the great cause of Self Government for Ireland.",0,0.404,0.404
speech_00025,parnell_source_00098,1875,"She would thereby purchase comparative safety for the future, and forgiveness for her cruel and felonious conduct to Ireland in the past .",0.242,0.162,0.404
speech_00025,parnell_source_00099,1875,"She would thereby purchase comparative safety for the future, and forgiveness for her cruel and felonious conduct to Ireland in the past .",0.242,0.162,0.404
speech_00029,parnell_source_00109,1875,"Abuse was a very poor argument and it was a very poor argument and it was a great pity there were no more Belfasts in this country, where Sir Michael Hicks Beach might be allowed to go about and give these lessons for it was lessons to them.",0.338,0.066,0.404
speech_00052,parnell_source_00266,1886,I may be told that the noble Lord has improved since then.,0,0.404,0.404
speech_00052,parnell_source_00274,1886,I may be told that the noble lord has improved since then.,0,0.404,0.404
speech_00065,parnell_source_00295,1880,"He trusted that the Government would not limit their contributions to the miserable grant of £45,000.",0.147,0.257,0.404
speech_00050,parnell_source_00250,1886,"It was a contest forced on under very peculiar circumstances, and under circumstances well calculated to try their devotion to the popular movement and to the interests of union .",0.082,0.321,0.403
speech_00052,parnell_source_00266,1886,I desire to speak very briefly.,0,0.403,0.403
speech_00052,parnell_source_00274,1886,I desire to speak very briefly.,0,0.403,0.403
speech_00053,parnell_source_00282,1886,That Parliament had many disadvantages.,0.403,0,0.403
speech_00053,parnell_source_00283,1886,GRATTAN'S PARLIAMENT HAD MANY DISADVANTAGES.,0.403,0,0.403
speech_00053,parnell_source_00303,1886,That Parliament had many disadvantages.,0.403,0,0.403
speech_00082,parnell_source_00336,1880,It is their own fault.,0.403,0,0.403
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,"But you will defeat this dirty trick by giving such a vote in favour of O'Shea as will show that you have voted for me, and for principle, and for Ireland.",0.236,0.166,0.402
"speech_00049, speech_00050",parnell_source_00242,1886,"I admire the spirit and I appreciate the spirit with which he entered into this candidature, and I equally admire the spirit and the feelings and the temper he has exhibited in withdrawing his candidature.",0.067,0.335,0.402
speech_00072,parnell_source_00304,1880,"It is true you don’t have famines in the Blue Grass region of Kentucky, while we have famines on the rich plains in Ireland.",0.21,0.192,0.402
"speech_00087, speech_00088",parnell_source_00341,1880,"Revolutions are often very costly remedies, and a peaceful solution of the question would be better for landlord and tenant.",0.067,0.335,0.402
speech_00093,parnell_source_00348,1885,There can be no shadow of doubt about that.,0.402,0,0.402
speech_00017,parnell_source_00070,1875,A resolution was passed to the effect that it was unwise to pass upon political prisoners the same sentences that were imposed upon the ordinary class of prisoners indicted and convicted for criminal offences.,0.373,0.028,0.401
speech_00047,parnell_source_00200,1876,"With regard to the three prisoners who are now in prison in England, McCarthy is a brave soldier, who had fought, and fought well, for England in many parts of the world.",0.269,0.132,0.401
speech_00047,parnell_source_00222,1876,"With regard to the three prisoners who are now in prison in England, McCarthy is a brave soldier, who had fought, and fought well, for England in many parts of the world.",0.269,0.132,0.401
speech_00048,parnell_source_00232,1876,Although he raised his voice to a great pitch scarcely a single intelligible reached the gallery.,0,0.401,0.401
speech_00028,parnell_source_00104,1875,"You then deprived the meeting of your support, and left us to get along as best we could.",0.124,0.276,0.4
speech_00028,parnell_source_00106,1875,"You then deprived the meeting of your support, and left us to get along as best we could.",0.124,0.276,0.4
speech_00065,parnell_source_00295,1880,He was sure that his hon. Friend would be willing to agree to that Amendment.,0,0.4,0.4
speech_00085,parnell_source_00343,1880,"America cannot relieve the whole of Ireland; let us, then, devote our charitable efforts to these particularly afflicted districts.",0.196,0.204,0.4
speech_00091,parnell_source_00346,1885,"There is nothing in the world, humanly speaking, that could prevent their success save immoderation on their own part .",0.08,0.32,0.4
speech_00052,parnell_source_00277,1886,"But if they have a Constitution they will be proportionately careful not to lose it, and every violent speech and every criminal action will be so many nails in the coffin of that Constitution .",0.298,0.102,0.4
speech_00093,parnell_source_00348,1885,"They failed in proving that there was any increase in outrages, agrarian offences, although they unblushingly asserted that that there was.",0.318,0.081,0.399
speech_00052,parnell_source_00277,1886,"Englishmen love a man who fights his own corner out to the end, which Lord Spencer certainly did .",0.116,0.283,0.399
speech_00077,parnell_source_00327,1886,"These laws have always been abused, and they always will be abused.",0.398,0,0.398
speech_00083,parnell_source_00337,1880,Some cheered and others hissed him.,0,0.398,0.398
speech_00072,parnell_source_00305,1880,History shows that in such contests the tyrannical and oppressive minorities are invariably forced to the wall.,0.397,0,0.397
speech_00072,parnell_source_00306,1880,"Well, the Herald came out with a show of fairness.",0,0.397,0.397
speech_00084,parnell_source_00338,1880,"To a government that does not hesitate to spend ten or twenty millions a year in childish and cruel wars in all parts of the world, it would be surely a grand change if they would devote their attention to domestic affairs and to securing the happiness and prosperity of their own people at home instead of destroying that of other people abroad.",0.163,0.234,0.397
speech_00072,parnell_source_00306,1880,"In the best of seasons the people are not very far removed from starvation, hence, it only requires a partial failure of the crops to cause a famine.",0.282,0.115,0.397
speech_00076,parnell_source_00326,1886,"But I thank God, as a Protestant, that it is a very small minority.",0,0.396,0.396
speech_00004,parnell_source_00022,1875,"For several hours it was fed with tar barrels, casks, boxes, etc, the surrounding crowd cheering, joking, and enjoying themselves heartily.",0,0.395,0.395
speech_00052,parnell_source_00268,1886,"On the whole, however, apart from these defects, he believed the measure would be cheerfully accepted by the Irish people and their representatives as a satisfactory solution of the long standing dispute between the two countries, and tending to prosperity and peace in Ireland and satisfaction in England.",0.086,0.309,0.395
speech_00052,parnell_source_00269,1886,"I believe that so far from anything of the kind happening, that it contains a peaceful solution of difficulties between the two countries.",0.078,0.317,0.395
speech_00052,parnell_source_00274,1886,These cannot be weakened.,0,0.395,0.395
speech_00052,parnell_source_00280,1886,"On the whole, however, apart from these defects, he believed the measure would be cheerfully accepted by the Irish people and their representatives as a satisfactory solution of the long standing dispute between the two countries, and tending to prosperity and peace in Ireland and satisfaction in England.",0.086,0.309,0.395
speech_00050,parnell_source_00244,1886,"He has won the day, but he is not disinclined to conciliation on that account.",0.163,0.231,0.394
speech_00050,parnell_source_00254,1886,When moderation was necessary he had courage to show it.,0,0.394,0.394
speech_00052,parnell_source_00269,1886,But of this distant and unhappy time I have no thing to retract.,0.394,0,0.394
speech_00067,parnell_source_00297,1880,They knew that these small tenants had no saleable interest.,0.167,0.227,0.394
speech_00072,parnell_source_00304,1880,"But, thanks to your generous assistance, there has not been much loss of life from famine up to now, and although there has been a great deal of bitter and severe suffering, although many thousands of our people are daily becoming enfeebled through simple starvation, yet, I am happy to think that your help has saved the lives of many hundreds of persons, and your sympathy and the force of public opinion of this country have been of even more service than the money which you have sent so plentifully to Ireland,  for it has compelled the British Government to, at all events, pretend to do its duty in coming to the aid of the famished in Ireland.",0.19,0.204,0.394
speech_00072,parnell_source_00305,1880,The oppressive rents have exhausted the resources of the peasantry.,0.394,0,0.394
speech_00072,parnell_source_00305,1880,"But I do not wish you to take my word for it; take Froude, an unprejudiced witness, an historian of acknowledged ability and sincerity.",0.092,0.302,0.394
speech_00041,parnell_source_00180,1876,This reference to the traditional woes of Ireland drew forth protesting cries from the Ministerial side.,0.393,0,0.393
speech_00005,parnell_source_00017,1875,"He asked the House to regard Ireland as anxious to defend England when her hour of trial came; and he trusted the day might come when England might see that her strength lay in a truly independent, a truly free, and a truly self supporting Irish nation.",0.034,0.358,0.392
speech_00028,parnell_source_00104,1875,I attach no importance to the recollection of Mr. Keegan in the matter.,0.149,0.243,0.392
speech_00053,parnell_source_00302,1886,"But when I denounce outrages, I denounce them, sir, in all parts of Ireland , whether they occur in Ulster or in Kerry.",0.392,0,0.392
speech_00049,parnell_source_00238,1886,I wish to speak also of his demerits and the faults I have had to find with him.,0.263,0.127,0.39
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,I have never led Ireland wrong.,0,0.39,0.39
speech_00052,parnell_source_00277,1886,I did not accuse them of having executed innocent men knowing they were innocent.,0,0.39,0.39
speech_00074,parnell_source_00324,1885,It would leave room for further agitation.,0.39,0,0.39
speech_00052,parnell_source_00266,1886,It complained of the execution and imprisonment of innocent men.,0.206,0.183,0.389
speech_00077,parnell_source_00327,1886,"Untold is the guilt of that man who, for party purposes, does not take advantage of the spirit that is abroad among the English to put together the hand of the Irish nation and that of England, to close the strife of centuries, a strife that has been of no good, no advantage, to the people of either country; a strife that has only been for the benefit of the money grabbing landlords ; a strife that has impeded popular progress in England as well as in Ireland, and that must continue to impede it; a strife which is fanned for the purpose of cheating you out of your right and to divert the energies of the newly enfranchised masses of Great Britain from the redress of their grievances, for the odious desire of oppressing and keeping down the small sister country.",0.223,0.166,0.389
speech_00049,parnell_source_00238,1886,Mr Lynch has acted honourably towards me and towards the party.,0,0.388,0.388
"speech_00049, speech_00050",parnell_source_00239,1886,Mr. Lynch has acted honourably towards me and towards the Party.,0,0.388,0.388
"speech_00049, speech_00050",parnell_source_00242,1886,Mr. Lynch has acted honourably towards me and towards the party.,0,0.388,0.388
"speech_00049, speech_00050",parnell_source_00249,1886,Mr Lynch has acted honourably towards me and towards the party.,0,0.388,0.388
speech_00050,parnell_source_00259,1886,Mr. Lynch has acted honourably towards me and towards the party.,0,0.388,0.388
speech_00052,parnell_source_00266,1886,"He has devoted his great mind, his extraordinary energy, to the unravelling of this question, and to the construction of this Bill.",0.085,0.303,0.388
speech_00052,parnell_source_00266,1886,"When you are proposing a great settlement a settlement which admittedly can only succeed if cheerfully accepted by public opinion in Ireland, and all its important provisions are recognized as just and equitable is it worth while for a rich country like England, on the question of £1,000,000 one way or the other, to drive too hard a bargain?",0.019,0.369,0.388
speech_00052,parnell_source_00274,1886,"He had devoted his great mind, his extraordinary energy, to the unravelling of this question, and to the construction of this Bill.",0.085,0.303,0.388
speech_00076,parnell_source_00326,1886,I am pleased that I have had the opportunity of coming among you.,0,0.388,0.388
"speech_00087, speech_00088",parnell_source_00341,1880,"There is great destitution, but it is not likely to reach the point of famine outside of these seven counties.",0.291,0.097,0.388
speech_00025,parnell_source_00098,1875,"Yesterday a great Home Rule meeting was held at Nobber, in Lower Meath.",0.135,0.252,0.387
speech_00049,parnell_source_00238,1886,"I admire and I appreciate the spirit with which he entered into this candidature, and I equally admire the spirit and the feelings and the temper he has exhibited in withdrawing his candidature.",0.072,0.315,0.387
"speech_00049, speech_00050",parnell_source_00239,1886,"I admire and appreciate the spirit with which he entered into this candidature, and I equally admire the spirit and the feelings and the temper he has exhibited in withdrawing his candidature.",0.072,0.315,0.387
speech_00052,parnell_source_00278,1886,"It would be cheerfully accepted by the Irish people and their representatives as a solution of the long standing dispute between the two countries, and would lead to the prosperity and peace of Ireland and the satisfaction of England.",0.053,0.334,0.387
speech_00053,parnell_source_00303,1886,"I am convinced there are a sufficient number of wise and just members in this House to cause it to disregard appeals made to passion, and to choose the better way of founding peace and good will among nations, and when the numbers in the division lobby come to be told, it will also be told, for the admiration of all future generations, that England and her Parliament, in this nineteenth century, was wise enough, brave enough, and generous enough to close the strife of centuries and to give peace and prosperity to suffering Ireland.",0.062,0.325,0.387
speech_00047,parnell_source_00202,1876,"With regard to the prisoners who had been enjoying the partial absence of prison restraints in Australia, it would be a great hardship to be brought back to Dartmoor or Chatham and subjected to all the rigour of an English convict establishment.",0.251,0.135,0.386
speech_00052,parnell_source_00266,1886,No possible adjunct to physical force can be gained by Irish support to such a measure.,0.113,0.272,0.385
speech_00052,parnell_source_00278,1886,"He fought the battle of the Irish landlords, and he stuck to his post.",0.385,0,0.385
speech_00074,parnell_source_00324,1885,With that manifesto I heartily concur.,0,0.385,0.385
speech_00082,parnell_source_00336,1880,And this is only natural.,0,0.385,0.385
speech_00041,parnell_source_00182,1876,I am not as ready to make a declaration of hostility to the house as some of my friends.,0.247,0.137,0.384
speech_00072,parnell_source_00305,1880,"The longer delay there is about it, the easier will be the victory of the tenants.",0.109,0.275,0.384
speech_00076,parnell_source_00326,1886,The Protestants of Ireland despise this miserable gang who trade upon the name of religion; they despise them and appraise them at their full worth.,0.325,0.059,0.384
speech_00007,parnell_source_00032,1875,"They then escorted him home through triumphal arches, with tremendous cheering, and with waving of banners and boughs.",0,0.383,0.383
speech_00024,parnell_source_00095,1875,Meath had done well when she selected such a man as honest John Martin and honest Nicholas Ennis .,0,0.383,0.383
speech_00037,parnell_source_00134,1876,Could they be trusted to day?,0,0.383,0.383
speech_00076,parnell_source_00326,1886,"Well, then, the land question is a great and pressing question in Ireland.",0,0.383,0.383
speech_00089,parnell_source_00344,1880,"But because they had a better land system there, they were able to support themselves without emigration in the greatest prosperity with an area one and one quarter less than the area of Ireland, and a population one third greater.",0,0.383,0.383
speech_00093,parnell_source_00348,1885,"That has on the one hand kept down outrages, and on the other hand it has kept down that worst form of felony, the stealing of one man's land by his neighbours , so that they are obliged to admit that public opinion has been sufficient to deter the evil doer on the one hand and on the other.",0.239,0.144,0.383
speech_00005,parnell_source_00017,1875,"MR. PARNELL, in supporting the Motion of the hon. Member for Cavan, observed, that no arguments had been advanced against the Amendment of his hon. Friend.",0.144,0.238,0.382
speech_00052,parnell_source_00273,1886,"On the whole, however, apart from these defects, he believed the measure would be cheerfully accepted by the Irish people and their representatives as a satisfactory solution of the long standing dispute between the two countries, and as tending to prosperity and peace in Ireland and to satisfaction to England.",0.083,0.299,0.382
speech_00052,parnell_source_00275,1886,"On the whole, however, apart from these defects, he believed the measure would be cheerfully accepted by the Irish people and their representatives as a satisfactory solution of the long standing dispute between the two countries, and as tending to prosperity and peace in Ireland and to satisfaction in England.",0.083,0.299,0.382
speech_00072,parnell_source_00306,1880,"A great famine is upon us, and had it not been for the help which you have been sending over in such bountiful amount, many of my poor countrymen and countrywomen would have been under the sod   but thanks to your generous assistance there has not been much loss of life from famine up to now   and although there has been a great deal of bitter and severe suffering, and although many of our people are daily becoming enfeebled through slow starvation, yet I am happy to think that your help is saving the lives of many hundreds, yes, thousands, of persons and your sympathy and the force of public opinion of this country has been of even more service than the money which you have sent so plentifully to Ireland.",0.165,0.217,0.382
speech_00089,parnell_source_00344,1880,"they would like to exterminate a million and a half by famine, and compel another million and a half to emigrate to America.",0.291,0.091,0.382
speech_00093,parnell_source_00348,1885,"Mr. Parnell   Your Parliamentary representatives have turned what had been before our time a mockery and a dishonest delusion into a reality, and by good and honest services they have attracted to themselves the confidence, the sympathy, and the respect of every Irishman from the highest to the lowest   from the Archbishop to the humblest peasant in his cabin .",0.142,0.24,0.382
speech_00012,parnell_source_00049,1875,"A smart passage of arms occurred this afternoon between Mr. Parnell and the Secretary of State for War, which was not only inopportunely raised, but created impressions unfavourable to the bona fide  of Mr. Hardy.",0.114,0.267,0.381
speech_00029,parnell_source_00107,1875,"Let her not back up certain powers, like Egypt .",0.16,0.221,0.381
speech_00029,parnell_source_00110,1875,"Let her not back up certain Powers, like Egypt .",0.16,0.221,0.381
speech_00047,parnell_source_00230,1876,"Mr. Biggar by his injudicious and offensive remarks, after the Prime Minister had declared the intention of the Government, together with the remarks of his bosom friend, Mr. Parnell, M.P., have done frightful damage to these misguided men, who are now suffering in durance vile for the acts they have perpetrated.",0.334,0.047,0.381
"speech_00049, speech_00050",parnell_source_00252,1886,"On the contrary, he has privately condemned and punished him for them, but we fear that, notwithstanding hiss promise to be a good boy in future, and sit wherever he is bid, the Captain will still prove incorrigible and the loving correction which he has received will be lost upon him.",0.202,0.179,0.381
speech_00065,parnell_source_00295,1880,"At present, the desire was to look upon this as a just debt, and to avoid any unnecessary hardship in the collection of the money.",0.293,0.088,0.381
speech_00072,parnell_source_00305,1880,"It gives me the greatest possible pleasure to meet this great audience who have come not to see me, but out of appreciation to the cause I represent, and to show their sympathy for the suffering people of Ireland.",0.08,0.301,0.381
speech_00072,parnell_source_00305,1880,No steps have been taken by his government looking to the true benefit of the country.,0.105,0.276,0.381
speech_00025,parnell_source_00098,1875,"But O'Brien far from being pitied, excited the ingenuity of his jailers to pile on additional ill treatment, and an attempt was made to extinguish the last sparks of courage, to break down his little remaining strength, by keeping him in chains like a wild beast for six months .",0.1,0.28,0.38
speech_00025,parnell_source_00099,1875,"But O'Brien far from being pitied, excited the ingenuity of his jailers to pile on additional ill treatment, and an attempt was made to extinguish the last sparks of courage, to break down his little remaining strength, by keeping him in chains like a wild beast for six months .",0.1,0.28,0.38
speech_00053,parnell_source_00282,1886,"It has been so accepted in the United States of America, and by he Irish population in that country with whose vengeance some hon. Members are so fond of threatening us.",0.159,0.221,0.38
speech_00069,parnell_source_00299,1880,"It seemed remarkable that when the procession had been broken up by the mob, the policemen, whose duty it was to protect the processionists as long as they behaved themselves, should have killed a number of people who sympathized with the procession, while he believed none of the attacking party was injured.",0.193,0.187,0.38
speech_00053,parnell_source_00303,1886,"It has been so accepted in the United States of America, and by the Irish population in that country with whose vengeance some hon. members are so fond of threatening us.",0.159,0.221,0.38
speech_00076,parnell_source_00326,1886,"I admit it was too good a settlement for the landlords, but the landlords have saved any compunction of conscience on that score by being so idiotic as to reject it , and they will never hear anything more about that Bill.",0.187,0.193,0.38
speech_00077,parnell_source_00327,1886,"Well, I do not see how their claim is to be successful unless you reject the Bill altogether.",0.119,0.261,0.38
speech_00024,parnell_source_00087,1875,"They all knew, however, that Mr. Ennis was a true and honest man .",0,0.379,0.379
speech_00052,parnell_source_00267,1886,"He faced every danger and every risk, both personal and otherwise.",0.379,0,0.379
speech_00052,parnell_source_00271,1886,"He faced every danger and every risk, both personal and otherwise.",0.379,0,0.379
speech_00052,parnell_source_00272,1886,"He faced every danger and every risk, both personal and otherwise.",0.379,0,0.379
speech_00052,parnell_source_00281,1886,"He faced every danger and every risk, both personal and otherwise.",0.379,0,0.379
speech_00053,parnell_source_00282,1886,"He chose not the fairest test, but the test that showed the best results for his argument, and he represented the disparity as a great deal larger than that which actually exists.",0.115,0.264,0.379
speech_00067,parnell_source_00297,1880,"They had suffered in the past, and they would have to suffer still.",0.379,0,0.379
speech_00053,parnell_source_00302,1886,"I am convinced that there are sufficient number of wise and just men in this house to cause it to disregard the appeals made to passion and to pocket, and to choose the better way of the Prime Minister   a way of peace and good will amongst nations   and that when the numbers in the division lobby have been told tonight it will also be told, for the admiration of all future generations, that England and her Parliament in this nineteenth century was wise enough, brave enough, and generous enough to end this strife of centuries and give peace, prosperity, and happiness to suffering Ireland",0.059,0.32,0.379
speech_00053,parnell_source_00303,1886,"He chose not the fairest test, but the test that showed the best results for his argument, and he represented the disparity as a great deal larger than that which actually exists.",0.115,0.264,0.379
speech_00025,parnell_source_00097,1875,"That constitution contained some good points, but it also contained some bad ones.",0.268,0.11,0.378
speech_00047,parnell_source_00221,1876,The Fenian prisoners continue to be most unfortunate in their champions and apologists ...  ... Who shall say that the day of evil passions has passed when we hear such speeches as those of Mr. O'Connor Power and Mr.,0.254,0.124,0.378
"speech_00049, speech_00050",parnell_source_00239,1886,"I wish to speak also of his demerits, and the fault I have had to find with him.",0.249,0.129,0.378
"speech_00049, speech_00050",parnell_source_00242,1886,"I wish to speak also of his demerits, and the fault I have had to find with him.",0.249,0.129,0.378
"speech_00049, speech_00050",parnell_source_00249,1886,I wish to speak also of his demerits and the fault I have had to find with him.,0.249,0.129,0.378
speech_00052,parnell_source_00267,1886,I do not desire to go back over old quarrels.,0.378,0,0.378
speech_00052,parnell_source_00269,1886,I do not desire to go back over old quarrels.,0.378,0,0.378
speech_00052,parnell_source_00272,1886,I do not desire to go back over old quarrels.,0.378,0,0.378
speech_00052,parnell_source_00274,1886,I do not desire to go back over old quarrels.,0.378,0,0.378
speech_00072,parnell_source_00304,1880,The condition of Ireland at all times is one of constant and chronic poverty.,0.378,0,0.378
speech_00077,parnell_source_00327,1886,"The thing is preposterous and absurd from beginning to end, and it is an appeal to cowardice.",0.378,0,0.378
speech_00072,parnell_source_00306,1880,"Hence we find the real head of this Relief Committee actively engaged in driving these poor people from their homes into the snow, to perish of cold and hunger; these poor people whom he pretends to relieve, and asks you for your money to assist him in doing it.",0.204,0.173,0.377
speech_00077,parnell_source_00327,1886,"Mr. Parnell concluded amid enthusiastic cheering, which was continued with the singing of ""He's a jolly good fellow"" for several minutes after he had sat down.",0,0.377,0.377
speech_00052,parnell_source_00277,1886,"The Bill would be cheerfully accepted by the Irish people and by their representatives as a solution of the long standing dispute between the two countries, and it would lead to the prosperity and peace of Ireland, as well as to the satisfaction of England .",0.047,0.329,0.376
speech_00052,parnell_source_00278,1886,"He thought it a happy and fortunate thing for both Ireland and England that there was one man living, one great statesman, with the immense power and the extraordinary ability of the present Prime Minister, to lend his voice to poor, helpless Ireland.",0.109,0.267,0.376
speech_00065,parnell_source_00295,1880,"This was impressed on the Government; but the noble Lord the Secretary to the Treasury was unwilling, he said, in view of the Budget proposals, to recommend an increase.",0,0.376,0.376
speech_00077,parnell_source_00327,1886,"That has not been denied , and it cannot be denied.",0,0.376,0.376
speech_00091,parnell_source_00346,1885,"And for the rest, gentlemen, outside the land question, which is the real question of Ireland at present, outside that great question let us hope   and I am sure you all hope with me, and, that you feel the same confidence that I do   that our nation, surviving her long trial and her terrible sufferings, will join the other nations of the earth in that march towards prosperity and towards freedom which we all hope for her, and are determined to secure for her .",0.056,0.32,0.376
speech_00047,parnell_source_00208,1876,"With regard to the three prisoners who are now in prison in England, McCarthy is a brave soldier, who had fought well, for England in many parts of the world.",0.232,0.143,0.375
speech_00047,parnell_source_00229,1876,With regard to the three prisoners who are now in prison in England.,0.375,0,0.375
"speech_00049, speech_00050",parnell_source_00252,1886,He is grateful beyond ordinary mortals.,0,0.375,0.375
speech_00072,parnell_source_00305,1880,We do not desire to repeat this miserable experience of the past.,0.375,0,0.375
speech_00073,parnell_source_00311,1885,"But when I approached Ireland I found myself getting better and better , and when I landed and came near your beautiful city of Cork the change became increasingly marked , so that when I reached your city I felt myself quite restored and strong, as if nothing had ever been the matter with me.",0,0.375,0.375
speech_00073,parnell_source_00314,1885,"But when I approached Ireland I found myself getting better and better , and when I landed      when I reached Dublin and came near your beautiful city of Cork the change became increasingly marked , so that when I reached your city I felt myself quite restored and strong as if nothing had ever been the matter with me .",0,0.375,0.375
speech_00076,parnell_source_00326,1886,"As I have already said, I leave this issue, which is simply one of truth and justice and nothing else , with confidence in your hands, that you will do justice to our nation as well as to your own great Empire.",0.076,0.299,0.375
speech_00081,parnell_source_00335,1880,The Irish people now present a remarkable spectacle.,0,0.375,0.375
speech_00081,parnell_source_00335,1880,He did not intend to follow Mr. Kavanagh's bad example in that respect.,0.199,0.176,0.375
speech_00082,parnell_source_00336,1880,"These clauses were proposed by John Bright, the eminent English reformer.",0,0.375,0.375
speech_00090,parnell_source_00345,1885,"It is very much to the credit of the minority of 115 that they should have remained faithful, but the discredit is great that must always attach to the representatives who basely surrendered the birthright of their country.",0.191,0.184,0.375
speech_00093,parnell_source_00348,1885,"Now in former times I remember the late Chief Secretary , my late lamented friend Mr. Forster, used when he was talking about boycotting, to say that he would not mind the boycotting, but that it was the sanction of the boycotting that he objected to   that without the sanction of this boycotting the boycotting itself would fail in its effect.",0.348,0.027,0.375
speech_00005,parnell_source_00027,1875,"He hoped the day would soon come when England would see the mistake in her method of governing Ireland, when she would learn that the only safe way was to rule by the free will and would be no longer Ireland's opportunity, and when England in her hour of need might rely upon the strong arms and faithful hearts of a contented and prosperous Irish nation, truly independent and free .",0.05,0.324,0.374
speech_00005,parnell_source_00028,1875,"He hoped the day would soon come when England would see the mistake in her method of governing Ireland, when she would learn that the only safe way was to rule by the free will and would be no longer Ireland's opportunity, and when England in her hour of need might rely upon the strong arms and faithful hearts of a contented and prosperous Irish nation, truly independent and free",0.05,0.324,0.374
speech_00053,parnell_source_00283,1886,We come now to the question of THE PROTECTION OF THE LOYAL MINORITY.,0,0.374,0.374
speech_00081,parnell_source_00335,1880,"A storm of hisses, which lasted fully five minutes, greeted this statement.",0.209,0.165,0.374
speech_00081,parnell_source_00335,1880,"""We want,"" said Mr. Parnell, ""to relieve the people, but we also want to sweep away the bad system which has led to the distress.",0.279,0.095,0.374
speech_00053,parnell_source_00302,1886,It is so difficult to know what is true with regard to any Irish matter .,0.169,0.204,0.373
speech_00073,parnell_source_00313,1885,"But when I approached Ireland I found myself getting better and better      and when I landed   interruption at the rere  of the building, and cries of ""Turn him out"")   when I reached Dublin, and came near your beautiful City of Cork, the change became increasingly marked.",0.118,0.255,0.373
speech_00085,parnell_source_00343,1880,"Arrangements have been made to have relief tickets honored by merchants in the needy districts, and the most necessitous can be relieved at once.",0.075,0.298,0.373
speech_00024,parnell_source_00090,1875,"They all knew, however, that Mr Ennis was a true and honest man  The county Meath had done well in electing such honest men as honest John Martin and Nicholas Ennis .",0,0.372,0.372
"speech_00049, speech_00050",parnell_source_00252,1886,Latent virtues have been developed by the incident which even his most ardent admirers hardly imagined he possessed.,0,0.372,0.372
speech_00050,parnell_source_00262,1886,But there was a trouble with him nevertheless.,0.372,0,0.372
speech_00052,parnell_source_00269,1886,"Allow me to say, sir, that I think it will prove to be a happy and fortunate thing, both for Ireland and England, that there was one man living   an English statesman, with the great power and extraordinary ability of the right honourable gentleman   to lend his voice to poor helpless Ireland on this question .",0.087,0.285,0.372
speech_00053,parnell_source_00283,1886,The shame and disgrace belong to the right hon. gentlemen and to the lords belonging to English political parties who for the selfish interests of these English political parties seek to rekindle the almost expiring embers of political and religious rancour.,0.235,0.137,0.372
speech_00072,parnell_source_00304,1880,Even in the best of seasons the people are not very far removed from starvation.,0.169,0.203,0.372
speech_00072,parnell_source_00306,1880,But the island of Guernsey presents a still more remarkable incidence.,0,0.372,0.372
speech_00074,parnell_source_00324,1885,"I have given this matter, since I last had the opportunity of addressing a Liverpool audience, the most careful and mature consideration.",0,0.372,0.372
speech_00089,parnell_source_00344,1880,But this only refers to the poor land.,0.372,0,0.372
speech_00024,parnell_source_00088,1875,Ireland had never been unwilling to pay her fair share for educational purposes.,0.088,0.283,0.371
speech_00022,parnell_source_00094,1875,"A few years ago, Mr. Butt asked a few friends to join him.",0,0.371,0.371
speech_00025,parnell_source_00098,1875,"Well, there were some very good points in that Constitution, but there were some very bad ones too.",0.218,0.153,0.371
speech_00025,parnell_source_00099,1875,"Well, there were some very good points in that Constitution, but there were some very bad ones too.",0.218,0.153,0.371
speech_00047,parnell_source_00200,1876,"Is it fair, after this man has had ten years in penal servitude   ten years of discipline, which is given in order to effect reformation in the minds of thieves, murderers, and the worst of criminals   is it fair to keep the man imprisoned any longer?",0.297,0.074,0.371
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,"I have not entered into this great struggle out of any motives of personal ambition, but it is my duty to stand by you until these great measures are completed and gained for you .",0.037,0.334,0.371
speech_00052,parnell_source_00266,1886,"He went over to Ireland to fight a battle which was not his to fight the battle of the Irish landlords, and he stuck to his post.",0.371,0,0.371
speech_00052,parnell_source_00274,1886,"He went over to Ireland to fight a battle which was not his   to fight the battle of the Irish landlords, and he stuck to his post.",0.371,0,0.371
speech_00073,parnell_source_00318,1885,"But he looked forward to the future with a light heart, and he was confident that the 500,000 Irishmen who would vote in a few years would be as true, or truer to Ireland than those who had gone before; and that they might safely trust them to the exercise of the great and important privilege, unequalled in its greatness in the history of any country, which would shortly be placed upon them.",0,0.371,0.371
speech_00075,parnell_source_00325,1886,"No, Sir; I have no belief at all in the talk either of the danger of separation or the danger to the Protestant minority.",0.371,0,0.371
speech_00047,parnell_source_00215,1876,"Note, however, that no Irish members of importance had spoken.",0.173,0.197,0.37
